"web_scraper_order","web_scraper_start_url","title","lieu","type","asso","date_mission","dispo"
"1615904657-3746","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=117&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Animation culturelle pour jeunes et adultes en situation de  handicap - Bouffémont","Lieu : BOUFFEMONT (95570)","Type :  Animation culturelle","Association :  Fondation Santé des Etudiants de France - FSEF","Date : Tout le temps","Disponibilité demandée :  - Séances ponctuelles ou régulières, selon les projets."
"1615904365-2533","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=218&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Parrainez un jeune lycéen dans ses études à Bordeaux","Lieu : BORDEAUX 33100 (33100)","Type :  Accompagnement scolaire","Association :  PROXITÉ","Date : Tout le temps","Disponibilité demandée :  Disponibilité en soirée (1h30 à 2h par semaine, le lundi ou mardi soir)"
"1615904057-1287","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=322&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Chargé(e) de la gazette locale","Lieu : PANTIN (93500)","Type :  Communication","Association :  Petits Frères des Pauvres - Banlieues Île-de-France","Date : Tout le temps","Disponibilité demandée :  2 à 3 jours par mois"
"1615904655-3739","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=118&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Worldwide Music Conference","Lieu : Partout en France ","Type :  Communication","Association :  Nationsorg","Date : Tout le temps","Disponibilité demandée :  2-6 heures par semaine"
"1615904791-4245","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=76&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Chargé(e) de la gestion des stocks et de l'approvisionnement et responsable de stands","Lieu : ANGOULEME (16000)","Type :  Gestion administrative","Association :  Unicef - Charente","Date : Tout le temps","Disponibilité demandée :  Quelques heures par jour en novembre et décembre"
"1615904490-2943","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=184&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Gestion comptable et financière - Val d'Oise","Lieu : VAL-D'OISE (95)","Type :  Gestion financière et comptable","Association :  Foot Solidaire","Date : Tout le temps","Disponibilité demandée :  - Quelques heures par semaine."
"1615904396-2630","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=210&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Accompagnement relationnel de personnes âgées par des visites à domicile","Lieu : GRENOBLE (38000)","Type :  Visite à domicile","Association :  Les petits frères des Pauvres de la région Auvergne Rhône-Alpes, AURA","Date : Tout le temps","Disponibilité demandée :  1 à 2 heures par semaine de façon régulière ou tous les 15 jours, éventuellement le week-end."
"1615904767-4140","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=85&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Service civique - Accompagnement de jeunes en difficulté à domicile / en établissement scolaire","Lieu : VAL-D'OISE (95)","Type :  Enseignement. Formation.","Association :  Afev - Association de la Fondation Etudiante pour la Ville - 95","Date : Tout le temps","Disponibilité demandée :  26h par semaine"
"1615904473-2870","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=190&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Bénévole pour la gestion des approvisionnements","Lieu : MARSEILLE 13015 (13015)","Type :  Gestion administrative","Association :  Les Restaurants du Cœur - Bouches-du-Rhône","Date : Tout le temps","Disponibilité demandée :  de 2 à 4 demies-journées/semaine"
"1615904578-3383","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=148&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Bénévole Responsables des Flux Logistiques Avals H/F","Lieu : PARCAY MESLAY (37210)","Type :  BTP/Logistique/Sécurité/Transport","Association :  Les Restaurants du Coeur Région Centre - Antenne 4","Date : Tout le temps","Disponibilité demandée :  A définir avec le bénévole"
"1615904550-3241","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=159&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Faire connaître l'Adie sur le bassin d'Issoire","Lieu : ISSOIRE (63500)","Type :  Opération de sensibilisation","Association :  Association pour le Droit à  l'Initiative Economique","Date : Tout le temps","Disponibilité demandée :  1/2 journée à 1 journée par semaine"
"1615904791-4246","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=76&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Bénévole au service DALO (droit au logement opposable)","Lieu : TOULOUSE 31500 (31500)","Type :  Conseil, Défense des droits","Association :  Secours catholique - Délégation ARIEGE GARONNE","Date : Tout le temps","Disponibilité demandée :  1/2 journée par semaine"
"1615904239-2045","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=259&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Responsable développement","Lieu : PARIS 75002 (75002)","Type :  Recherche de fonds, de partenaires","Association :  FASHION FOR FOUNDATION","Date : Tout le temps","Disponibilité demandée :  3 heures par semaine"
"1615904614-3536","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=135&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Bénévoles pour des visites à l'hôpital","Lieu : TOULOUSE (31000)","Type :  Ecoute","Association :  Association d'Accompagnement en Soins Palliatifs TOULOUSE","Date : Tout le temps","Disponibilité demandée :  3h par semaine"
"1615904500-2993","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=180&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Accueil, écoute et accompagnement","Lieu : FONTENAY TRESIGNY (77610)","Type :  Accueil, Information","Association :  Secours Catholique - Seine-et-Marne","Date : Tout le temps","Disponibilité demandée :  Une demi-journée à une journée par semaine"
"1615904987-4771","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=32&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Conseiller en assurances","Lieu : PARIS 75004 (75)","Type :  Conseil, Défense des droits","Association :  ADP","Date : Tout le temps","Disponibilité demandée :  2 jours par semaine"
"1615903954-877","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=356&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Secrétaire de groupe","Lieu : DAMMARTIN EN GOELE (77230)","Type :  Secrétariat, bureautique","Association :  Scouts et Guides de France - Dammartin-en-Goële","Date : Tout le temps","Disponibilité demandée :  2 heures par semaine c'est déjà top !"
"1615904471-2859","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=191&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Bénévole Chargé(e) de communication digitale","Lieu : VERSAILLES (78000)","Type :  Communication","Association :  Ligue contre le Cancer - Comité des Yvelines","Date : du 17/01/2021 au 16/12/2022","Disponibilité demandée :  1/2 journée par semaine"
"1615903933-806","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=362&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Accompagnement des micro-entrepreneurs en Creuse","Lieu : CREUSE (23)","Type :  Aide à l'insertion / Parrainages","Association :  Association pour le Droit à  l'Initiative Economique","Date : Tout le temps","Disponibilité demandée :  2 jours par mois"
"1615904767-4135","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=85&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Animation d'ateliers auprès de groupes de jeunes (Val de Marne)","Lieu : VAL-DE-MARNE (94)","Type :  Animation culturelle","Association :  Citizen-Ship","Date : du 16/02/2021 au 12/02/2022","Disponibilité demandée :  2h par mois minimum"
"1615904197-1850","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=275&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Atelier couture","Lieu : PARIS 75012 (75012)","Type :  Animation culturelle","Association :  Centre social CAF Charenton","Date : du 06/11/2020 au 25/06/2021","Disponibilité demandée :  une fois par semaine durant la période scolaire"
"1615904626-3595","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=130&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Co-responsable local - Accompagnement scolaire Marseille","Lieu : Marseille (toute la ville) (13000)","Type :  Responsable associatif. Coordinateur d'équipe","Association :  Entraide Scolaire Amicale Grand-sud - Provence Alpes Côtes d'Azur","Date : Tout le temps","Disponibilité demandée :  3 à 4 demi-journées par semaine"
"1615904132-1601","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=296&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Intégrez la délégation Action contre la Faim du Var","Lieu : VAR (83)","Type :  Opération de sensibilisation","Association :  Action contre la faim - Délégation du Var","Date : Tout le temps","Disponibilité demandée :  Dépend des événements organisés"
"1615904814-4328","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=69&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Responsable réseaux sociaux","Lieu : Partout en France ","Type :  Communication","Association :  French Coalistion Against the Death Penalty","Date : Tout le temps","Disponibilité demandée :  30 mn/1h par jour"
"1615904500-2994","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=180&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Accueil, écoute et accompagnement","Lieu : COULOMMIERS (77120)","Type :  Accueil, Information","Association :  Secours Catholique - Seine-et-Marne","Date : Tout le temps","Disponibilité demandée :  Une demi-journée à une journée par semaine"
"1615904352-2516","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=220&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Participer au management de l'association pour faciliter la mobilité des personnes en difficulté","Lieu : ISERE (38)","Type :  Gestion administrative","Association :  Solidarauto 38","Date : Tout le temps","Disponibilité demandée :  quelques heures par semaine, variable selon disponibilités"
"1615904331-2426","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=227&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Accompagnement dans le logement, solidarité de proximité","Lieu : VILLEJUIF (94800)","Type :  Accompagnement social. Maraude","Association :  SNL Val de Marne","Date : Tout le temps","Disponibilité demandée :  quelques heures"
"1615904036-1204","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=329&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Tri des vêtements au sein de la boutique solidaire","Lieu : NONTRON (24300)","Type :  Distribution d'aliments, vêtements...","Association :  Secours catholique - Délégation PERIGORD AGENAIS","Date : Tout le temps","Disponibilité demandée :  1 journée par semaine"
"1615904561-3300","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=155&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Restauration de meubles - Boissy-l'Aillerie","Lieu : BOISSY L AILLERIE (95650)","Type :  Travaux manuels","Association :  Association BETHEL","Date : Tout le temps","Disponibilité demandée :   - Quelques heures par semaine."
"1615904709-3847","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=109&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Devenez le.a délégué.e départemental.e d'Action contre la Faim pour la Gironde !","Lieu : GIRONDE (33)","Type :  Responsable associatif. Coordinateur d'équipe","Association :  Action contre la faim - Siège","Date : Tout le temps","Disponibilité demandée :  A déterminer"
"1615904003-1086","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=339&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Promouvoir le don d'organes","Lieu : SEINE-ET-MARNE (77)","Type :  Opération de sensibilisation","Association :  France ADOT 77","Date : Tout le temps","Disponibilité demandée :  1 jour par mois ou quelques heures"
"1615903828-499","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=388&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Visite pour Personnes âgées à l'Hôpital Fernand WIDAL","Lieu : PARIS 75010 (75010)","Type :  Visites en établissement","Association :  Visite des Malades dans les Etablissements Hospitaliers - Asso. de Paris","Date : Tout le temps","Disponibilité demandée :  quelques heures"
"1615904599-3468","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=141&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Futur/e bénévoles pour le département du Tarn","Lieu : ALBI (81000)","Type :  Responsable associatif. Coordinateur d'équipe","Association :  Fondation Raoul Follereau - Région Sud-Ouest","Date : Tout le temps","Disponibilité demandée :  une à deux 1/2 journées par semaine selon l'activité"
"1615903842-550","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=384&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","SECRETARIAT - STANDARD","Lieu : ANNECY (74000)","Type :  Secrétariat, bureautique","Association :  APF France handicap - Délégation de Haute-Savoie","Date : Tout le temps","Disponibilité demandée :  1 demi-journée"
"1615903887-652","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=375&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Accompagnement de personnes malades ou en fin de vie","Lieu : Marseille (toute la ville) (13000)","Type :  Visite à domicile","Association :  Les petits frères des Pauvres - Méditerranée","Date : Tout le temps","Disponibilité demandée :  Quelques heures par semaine"
"1615904387-2594","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=213&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Actions ponctuelles à la Croix-Rouge - Argenteuil","Lieu : ARGENTEUIL (95100)","Type :  Autres actions","Association :  Croix-Rouge Française - Délégation du Val d'Oise","Date : Tout le temps","Disponibilité demandée :  - Quelques heures ponctuellement."
"1615904422-2756","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=200&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Responsable vestiboutique","Lieu : MASSY (91300)","Type :  Responsable associatif. Coordinateur d'équipe","Association :  Croix Rouge Française - Unité Locale de Massy","Date : Tout le temps","Disponibilité demandée :  entre 10 et 20 heures par semaine"
"1615904221-1966","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=266&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Secrétaire général de l'association Be Awesome","Lieu : VOISINS LE BRETONNEUX (78960)","Type :  Responsable associatif. Coordinateur d'équipe","Association :  Be Awesome, l'Art de la Rencontre et de la Réconciliation","Date : Tout le temps","Disponibilité demandée :  Quelques heures par mois"
"1615904047-1250","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=325&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Convivialité et visites en milieu hospitalier","Lieu : VALENCE (26000)","Type :  Visites en établissement","Association :  LADAPT Auvergne Rhône Alpes","Date : Tout le temps","Disponibilité demandée :  Les après-midis de 15h à 18h"
"1615904121-1562","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=299&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Délégué.e régional.e pour The SeaCleaners en Auvergne Rhône Alpes","Lieu : CLERMONT FERRAND (63000)","Type :  Responsable associatif. Coordinateur d'équipe","Association :  The SeaCleaners","Date : Tout le temps","Disponibilité demandée :  1 journée par semaine"
"1615904565-3323","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=153&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Visite à domicile de déficients visuels 94","Lieu : VAL-DE-MARNE (94)","Type :  Visite à domicile","Association :  Les Auxiliaires des Aveugles","Date : Tout le temps","Disponibilité demandée :  quelques heures par semaine"
"1615903849-588","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=381&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Secrétariat - Comptabilité","Lieu : VANNES (56000)","Type :  Secrétariat, bureautique","Association :  Association Valentin HAÜY - Comité du Morbihan","Date : Tout le temps","Disponibilité demandée :  une demi-journée par semaine"
"1615904444-2827","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=194&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","AFM-Téléthon - Responsable Pôle Formation - Région Nord/Est","Lieu : BAS-RHIN (67)","Type :  Enseignement. Formation.","Association :  Association Française contre les Myopathies - Siège","Date : Tout le temps","Disponibilité demandée :  2 à 3 jours par semaine environ"
"1615903844-563","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=383&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Relais Marketing Communication","Lieu : VAR (83)","Type :  Communication","Association :  Habitat et Humanisme - Var","Date : Tout le temps","Disponibilité demandée :  1 à 3 jours par mois"
"1615904415-2719","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=203&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Bénévole Culture à la Pension de Famille Montbrillant","Lieu : LYON 69003 (69003)","Type :  Animation culturelle","Association :  Habitat et Humanisme - Rhône","Date : Tout le temps","Disponibilité demandée :  1 fois par semaine"
"1615904483-2914","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=187&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Responsable Immobilier","Lieu : MULHOUSE (68100)","Type :  BTP/Logistique/Sécurité/Transport","Association :  Habitat et Humanisme - Alsace Sud","Date : Tout le temps","Disponibilité demandée :  Minimum 1 jour / semaine"
"1615904290-2312","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=237&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Equipier réseaux sociaux","Lieu : HERAULT (34)","Type :  Communication","Association :  AFM-Téléthon -  Association Française contre les Myopathies - Service d'appui aux délégations","Date : du 20/10/2020 au 31/12/2021","Disponibilité demandée :  A définir avec l'équipe départementale selon votre disponibilité"
"1615903987-1010","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=345&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Visite de convivialité auprès de personnes ayant des troubles de la mémoire","Lieu : PARIS 19 (75019)","Type :  Visite à domicile","Association :  Fondation Maison des Champs","Date : Tout le temps","Disponibilité demandée :  quelques heures"
"1615904141-1630","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=294&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Epicerie Sociale","Lieu : SURESNES (92150)","Type :  Distribution d'aliments, vêtements...","Association :  Croix-Rouge Française - Unité locale de Suresnes","Date : Tout le temps","Disponibilité demandée :  1 journée par semaine voire plus"
"1615904248-2094","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=255&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Accompagner les micro-entrepreneurs dans le Cher (18)","Lieu : BOURGES (18000)","Type :  Gestion financière et comptable","Association :  Association pour le Droit à  l'Initiative Economique","Date : Tout le temps","Disponibilité demandée :  1/2 journée par semaine ou plus"
"1615905039-4886","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=22&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Ecoute par téléphone pour les proches aidants (maladie, handicap, grand âge)","Lieu :  (78 )","Type :  Ecoute","Association :  Avec Nos Proches ","Date : Tout le temps","Disponibilité demandée :  Minimum 6 heures par mois, par créneau de 2 heures"
"1615904648-3705","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=121&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Participation aux permanences d'accueil - Eaubonne","Lieu : EAUBONNE (95600)","Type :  Accompagnement social. Maraude","Association :  APF France handicap Val d'Oise - APF 95","Date : Tout le temps","Disponibilité demandée :  - Quelques heures par semaine."
"1615904809-4318","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=70&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Animateur de secteur Vienne nord ouest (zone Mirebeau)","Lieu : VIENNE (86)","Type :  Opération de sensibilisation","Association :  AFM - Coordination Téléthon - Vienne","Date : Tout le temps","Disponibilité demandée :  quelques heures par semaine"
"1615904039-1215","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=328&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Sensibilisation au handicap - 93","Lieu : SEINE-SAINT-DENIS (93)","Type :  Opération de sensibilisation","Association :  LADAPT Ile-de-France","Date : Tout le temps","Disponibilité demandée :  1 demie journée par mois ou plus"
"1615904163-1725","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=286&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Suivi de chantiers et travaux","Lieu : LILLE (59000)","Type :  BTP/Logistique/Sécurité/Transport","Association :  Fondation des petits frères des Pauvres","Date : Tout le temps","Disponibilité demandée :  1 jour en semaine"
"1615904611-3525","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=136&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Ouverture d'une bagagerie solidaire","Lieu : PARIS 75014 (75014)","Type :  Aide à l'insertion / Parrainages","Association :  Bagagerie Solidaire 14","Date : Tout le temps","Disponibilité demandée :  2h tous les 15 jours"
"1615904821-4337","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=68&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Téléthon - Equipier de secteur géographique (Périgord Vert - Nontron)","Lieu : NONTRON (24300)","Type :  Opération de sensibilisation","Association :  AFM - Coordination Téléthon - Dordogne (Nord)","Date : Tout le temps","Disponibilité demandée :  Deux demi-journées par semaine"
"1615904789-4227","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=77&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Bénévole référent- Agir pour l’emploi","Lieu : PARIS 75014 (75014)","Type :  Responsable associatif. Coordinateur d'équipe","Association :  FLORIMONT","Date : Tout le temps","Disponibilité demandée :  un jour par semaine en moyenne selon un rythme à définir avec le responsable."
"1615904821-4342","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=68&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Accompagnement individuel de personnes en situation d'illettrisme","Lieu : SELESTAT (67600)","Type :  Enseignement. Formation.","Association :  Savoirs pour réussir Grand Est","Date : Tout le temps","Disponibilité demandée :  entre 1 et 3 heures hebdomadaires"
"1615904215-1937","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=268&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Animateur 0 déchet","Lieu : DOUAI (59500)","Type :  Autres actions","Association :  APF France handicap - Délégation du Nord","Date : Tout le temps","Disponibilité demandée :  1 demi-journée par mois"
"1615903828-493","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=388&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Accompagnant Vie Quotidienne","Lieu : PARIS 75015 (75015)","Type :  Accompagnement social. Maraude","Association :  L'Oeuvre Falret","Date : Tout le temps","Disponibilité demandée :  minimum 4h hebdomadaire"
"1615904493-2956","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=183&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Activités manuelles (dessin, peinture, tricot…) en maison de retraite à la Tonneins (47)","Lieu : TONNEINS (47400)","Type :  Animation culturelle","Association :  Armée du Salut","Date : Tout le temps","Disponibilité demandée :  Quelques heures par mois"
"1615903812-437","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=393&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Animation d’événements","Lieu : AUBERVILLIERS (93)","Type :  Animation culturelle","Association :  Solidarités Nouvelles pour le Logement - Union","Date : Tout le temps","Disponibilité demandée :  en fonction des envies, possibilités et besoins. Une réunion de Groupe local e Solidarité par mois."
"1615905061-4977","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=15&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Aide à la cuisine pour des groupes - Cergy","Lieu : CERGY (95000)","Type :  Travaux manuels","Association :  Emmaüs Cergy","Date : Tout le temps","Disponibilité demandée :  - Au moins une matinée par semaine."
"1615904286-2288","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=239&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Equipier réseaux sociaux","Lieu : PYRENEES-ATLANTIQUES (64)","Type :  Communication","Association :  AFM-Téléthon -  Association Française contre les Myopathies - Service d'appui aux délégations","Date : du 20/10/2020 au 31/12/2021","Disponibilité demandée :  A définir avec l'équipe départementale selon votre disponibilité"
"1615904127-1583","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=298&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Délégué.e régional.e pour The SeaCleaners dans le Grand Est","Lieu : STRASBOURG (67000)","Type :  Responsable associatif. Coordinateur d'équipe","Association :  The SeaCleaners","Date : Tout le temps","Disponibilité demandée :  1 journée par semaine"
